Code_x,Description,Code_y
DNB,"Dunbar, Australia: Dunbar Airport",11352
DNC,"Duncan Canal, AK: Duncan Canal Airport",11353
DND,"Dundee, United Kingdom: Dundee Airport",11354
DNE,"Dallas/Fort Worth, TX: Dallas North",11355
DNK,"Dnipropetrovsk, Ukraine: Dnipro International",11357
DNL,"Augusta, GA: Daniel Field",11358
DNN,"Dalton, GA: Dalton Municipal",11359
DNO,"Dianopolis, Brazil: Dianopolis Airport",11360
DNQ,"Deniliquin, Australia: Deniliquin Airport",11361
DNR,"Dinard, France: Dinard Pleurtuit Saint Malo",11362
DNV,"Danville, IL: Vermilion Regional",11363
DNZ,"Denizli, Turkey: Cardak",11365
DOD,"Dodoma, Tanzania: Dodoma Airport",11366
DOF,"Dora Bay, AK: Dora Bay Airport",11367
DOG,"Dongola, Sudan: Dongola Airport",11368
DOH,"Doha, Qatar: Doha International",11369
DOK,"Donetsk, Ukraine: Donetsk International",11370
DOL,"Deauville, France: Deauville Normandie",11371
DOM,"Marigot, Dominica: Douglas Charles",11372
DON,"Dos Lagunas, Guatemala: Dos Lagunas Airport",11373
DOU,"Dourados, Brazil: Dourados Airport",11374
DOV,"Dover, DE: Dover AFB",11375
DPA,"Chicago, IL: Du Page County",11376
DPG,"Dugway, UT: Michael AAF",11377
DPL,"Dipolog, Philippines: Dipolog Airport",11378
DPO,"Devonport, Australia: Devonport Airport",11379
DPS,"Denpasar, Indonesia: I Gusti Ngurah Rai",11380
DQA,"Daqing Shi, China: Saertu",16480
DQB,"Montijo, Portugal: Montijo Airport",11382
DQC,"Sebastian, FL: Sebastian Municipal",11383
DQD,"Soda Springs, ID: Allen H Tigert",11384
DQE,"Holtville, CA: Holtville Airport",11385
DQG,"Springfield, TN: Springfield Robertson County",11387
DQI,"Colusa, CA: Colusa County",11389
DQJ,"Killdeer, ND: Dunn County Weydahl Field",11390
DQK,"Fort Drum, NY: Wheeler-Sack AAF",11391
DQL,"Anchorage, AK: Lake Hood",11392
DQN,"New Smyrna Beach, FL: New Smyrna Beach Municipal",11394
DQO,"Delhi, LA: Delhi Municipal",11395
DQP,"Georgetown, KY: Marshall Field",11396
DQQ,"Cozad, NE: Cozad Municipal",11397
DQS,"Whitmore, AZ: Grand Canyon Bar Ten Airstrip",11399
DQT,"Boscombe, United Kingdom: Boscombe Down",11400
DQU,"Ketchikan, AK: Neets Bay",11401
DQV,"Haines, AK: Glacier Point",11402
DQW,"Peach Springs, AZ: Hualapai",11403
DQX,"Tsui River, AK: Tsui River Airport",11404
DQY,"Cape Canaveral, FL: Cape Canaveral Sfs Skid Strip",11405
DQZ,"Platinum, AK: Platinum Mine",11406
DRA,"Mercury, NV: Desert Rock",11407
DRB,"Derby, Australia: Derby Airport",11408
DRE,"Drummond Island, MI: Drummond Island Airport",11409
DRF,"Drift River, AK: Drift River Airport",11410
DRG,"Deering, AK: Deering Airport",11411
DRN,"Dirranbandi, Australia: Dirranbandi Airport",11412
DRO,"Durango, CO: Durango La Plata County",11413
DRS,"Dresden, Germany: Dresden Airport",11414
DRT,"Del Rio, TX: Del Rio International",11415
DRU,"Drummond, MT: Drummond Airport",11416
DRW,"Darwin, Australia: Darwin International",11417
DSA,"Finningley, United Kingdom: Doncaster Sheffield",11418
DSD,"La Desirade, Guadeloupe: La Desirade Airport",11419
DSE,"Dessie, Ethiopia: Dessie/Combolcha",11420
DSI,"Destin, FL: Destin Executive",11421
DSK,"Dera Ismail Khan, Pakistan: D. I. Khan",11422
DSM,"Des Moines, IA: Des Moines International",11423
DSS,"Dakar Thies, Senegal: Blaise Diagne International",16782
DTA,"Delta, UT: Delta Municipal",11424
DTH,"Death Valley, CA: Furnace Creek",11425
DTL,"Detroit Lakes, MN: Detroit Lakes-Wething Field",11427
DTM,"Dortmund, Germany: Dortmund Airport",11428
DTN,"Shreveport, LA: Shreveport Downtown",11429
DTO,"Denton, TX: Denton Enterprise",11430
DTR,"Decatur Island, WA: Decatur",11431
DTT,"Detroit, MI: Detroit Metropolitan Area",11432
DTW,"Detroit, MI: Detroit Metro Wayne County",11433
DUA,"Durant, OK: Eaker Field",11434
DUB,"Dublin, Ireland: Dublin Airport",11435
DUC,"Duncan, OK: Halliburton Field",11436
DUD,"Dunedin, New Zealand: Dunedin Airport",11437
DUE,"Dundo, Angola: Kamakenzo",11438
DUF,"Duck, NC: Pine Island",11439
DUG,"Douglas, AZ: Bisbee Douglas International",11440
DUJ,"DuBois, PA: DuBois Regional",11441
DUQ,"Duncan/Quamichan Lake, Canada: Duncan",11442
DUR,"Durban, South Africa: King Shaka International",16475
DUS,"Dusseldorf, Germany: Duesseldorf",11444
DUT,"Unalaska, AK: Unalaska Airport",11445
DVK,"Diavik, Canada: Diavik Airport",11446
DVL,"Devils Lake, ND: Devils Lake Regional",11447
DVN,"Davenport, IA: Davenport Municipal",11448
DVO,"Davao, Philippines: Francisco Bangoy International",11449
DVT,"Phoenix, AZ: Phoenix - Deer Valley",11450
DWA,"Davis/Woodland/Winters, CA: Yolo County",11452
DWC,"Jebel Ali, United Arab Emirates: Al Maktoum International",16456
DWH,"Houston, TX: David Wayne Hooks Memorial",11453
DWS,"Orlando, FL: Walt Disney World",11454
DXB,"Dubai, United Arab Emirates: Dubai International",11455
DXR,"Danbury, CT: Danbury Municipal",11456
DYG,"Dayong, China: Hehua",11457
DYL,"Doylestown, PA: Doylestown Airport",16748
DYR,"Anadyr, Russia: Ugolny",11458
DYS,"Abilene, TX: Dyess AFB",11459
DYU,"Dushanbe, Tajikistan: Dushanbe Airport",11460
DZA,"Dzaoudzi, Mayotte: Dzaoudzi-Pamandzi",11461
DZN,"Zhezkazgan, Kazakhstan: Zhezkazgan Airport",16430
DZO,"Durazno, Uruguay: Durazno Airport",11462
EAA,"Eagle, AK: Eagle Airport",11463
EAG,"Noatak, AK: Eagle Creek Strip",11464
EAM,"Nejran, Saudi Arabia: Nejran Airport",11466
EAN,"Wheatland, WY: Phifer Airfield",11467
EAR,"Kearney, NE: Kearney Regional",11468
EAS,"San Sebastian, Spain: San Sebastian Airport",11469
EAT,"Wenatchee, WA: Pangborn Memorial",11470
EAU,"Eau Claire, WI: Chippewa Valley Regional",11471
EBA,"Elba Island, Italy: Marina Di Campo",11472
EBB,"Entebbe/Kampala, Uganda: Entebbe International",11473
EBD,"El Obeid, Sudan: El Obeid Airport",11474
EBJ,"Esbjerg, Denmark: Esbjerg Airport",11475
EBL,"Erbil, Iraq: Erbil International",11476
EBU,"St. Etienne, France: Saint Etienne Loire",11477
ECA,"East Tawas, MI: Iosco County",11478
ECG,"Elizabeth City, NC: Elizabeth City CGAS/Regional",11479
ECI,"Rivas, Nicaragua: Costa Esmeralda",16703
NI1,"Rivas, Nicaragua: Costa Esmeralda",16703
ECN,"Ercan, Cyprus: Ercan Airport",11480
ECP,"Panama City, FL: Northwest Florida Beaches International",11481
ECS,"Newcastle, WY: Mondell Field",11482
ECU,"Rocksprings, TX: Edwards County",11483
EDA,"Edna Bay, AK: Edna Bay Airport",11484
EDE,"Edenton, NC: Northeastern Regional",11486
EDF,"Anchorage, AK: Elmendorf AFB",11487
EDI,"Edinburgh, United Kingdom: Edinburgh Airport",11488
EDL,"Eldoret, Kenya: Eldoret Airport",11489
EDW,"Edwards, CA: Edwards AFB",11490
EE1,"Amari, Estonia: Amari Airport",16693
EED,"Needles, CA: Needles Airport",11491
EEK,"Eek, AK: Eek Airport",11492
EEN,"Keene, NH: Dillant Hopkins",11493
EFB,"Eight Fathom Bight, AK: Eight Fathom Bight Airport",11494
EFD,"Houston, TX: Ellington",11495
EFK,"Newport, VT: Northeast Kingdom International",11496
EFL,"Kefallinia Island, Greece: Argostolion",11497
EG1,"Cairo, Egypt: Sphinx International",11498
EG2,"Jiyanklis, Egypt: Jiyanklis AB",11499
EG3,"Beni Suef, Egypt: Beni Suef Airport",11500
EGA,"Chenega, AK: Chenega Airport",11501
EGC,"Bergerac, France: Bergerac Dordogne Perigord",11502
EGE,"Eagle, CO: Eagle County Regional",11503
EGI,"Crestview, FL: Duke Field",11504
EGN,"Geneina, Sudan: Geneina Airport",11505
EGP,"Eagle Pass, TX: Eagle Pass Municipal",11506
EGS,"Egilsstadir, Iceland: Egilsstadir Airport",11507
EGT,"Wellington, KS: Wellington Municipal",11508
EGV,"Eagle River, WI: Eagle River Union",11510
EGX,"Egegik, AK: Egegik Airport",11511
EHM,"Cape Newenham, AK: Cape Newenham LRRS",11512
EHR,"Eagle Harbor, AK: Eagle Harbor Airport",11513
EHT,"East Hartford, CT: Rentschler Heliport",11514
EIA,"Eia, Papua New Guinea: Eia Airport",11515
EIB,"Eisenach, Germany: Eisenach Kindel",11516
EIL,"Fairbanks, AK: Eielson AFB",11517
EIN,"Eindhoven, Netherlands: Eindhoven Airport",11518
EIS,"Road Town, British Virgin Islands: Terrance B Lettsome",11519
EJA,"Barrancabermeja, Colombia: Yariguies",11520
EJH,"Wedjh, Saudi Arabia: Wedjh Airport",11521
EKA,"Eureka, CA: Murray Field",11522
EKI,"Elkhart, IN: Elkhart Municipal",11523
EKN,"Elkins, WV: Elkins Randolph County",11524
EKO,"Elko, NV: Elko Regional",11525
EKX,"Elizabethtown, KY: Addington Field",11526
EKY,"Bessemer, AL: Bessemer Airport",11527
ELA,"Eagle Lake, TX: Eagle Lake Airport",11528
ELB,"El Banco, Colombia: El Banco Airport",11529
ELC,"Elcho Island, Australia: Elcho Island Airport",11530
ELD,"El Dorado, AR: South Arkansas Regional at Goodwin Field",11531
ELF,"El Fasher, Sudan: El Fasher Airport",11532
ELG,"El Golea, Algeria: El Golea Airport",11533
ELH,"North Eleuthera, The Bahamas: North Eleuthera Airport",11534
ELI,"Elim, AK: Elim Airport",11535
ELJ,"El Recreo, Colombia: El Recreo Airport",11536
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",11537
ELN,"Ellensburg, WA: Bowers Field",11538
ELP,"El Paso, TX: El Paso International",11540
ELQ,"Gassim, Saudi Arabia: Prince Naif Bin Abdulaziz",11541
ELS,"East London, South Africa: King Phalo",11543
ELT,"El Tor, Egypt: El Tor Airport",11544
ELV,"Elfin Cove, AK: Elfin Cove Seaplane Base",11545
ELW,"Ellamar, AK: Ellamar Seaplane Base",11546
ELY,"Ely, NV: Ely Airport/Yelland Field",11547
EMA,"Derby, United Kingdom: East Midlands",11548
EMD,"Emerald, Australia: Emerald Airport",11549
EMK,"Emmonak, AK: Emmonak Airport",11550
EML,"Emmen, Switzerland: Emmen Airport",15937
XWD,"Emmen, Switzerland: Emmen Airport",15937
EMM,"Kemmerer, WY: Kemmerer Municipal",11551
EMN,"Nema, Mauritania: Nema Airport",11552
EMP,"Emporia, KS: Emporia Municipal",11553
EMT,"El Monte, CA: San Gabriel Valley",11554
ENA,"Kenai, AK: Kenai Municipal",11555
ENC,"Nancy, France: Nancy Essey",11556
END,"Enid, OK: Vance AFB",11557
ENL,"Centralia, IL: Centralia Municipal",11558
ENN,"Nenana, AK: Nenana Municipal",11559
ENQ,"Comayagua, Honduras: Palmerola International",11560
ENQ,"Comayagua, Honduras: Palmerola International",15923
XPL,"Comayagua, Honduras: Palmerola International",11560
XPL,"Comayagua, Honduras: Palmerola International",15923
ENS,"Enschede, Netherlands: Twente",11561
ENU,"Enugu, Nigeria: Akanu Ibiam International",11562
ENV,"Wendover, UT: Wendover Airport",11563
ENW,"Kenosha, WI: Kenosha Regional",11564
EOH,"Medellin, Colombia: Olaya Herrera",11565
EOK,"Keokuk, IA: Keokuk Municipal",11566
EPA,"El Palomar, Argentina: El Palomar Airport",16458
EPH,"Ephrata/Moses Lake, WA: Ephrata Municipal",11567
EPL,"Epinal, France: Epinal Mirecourt",11569
EPN,"Epena, Congo (Brazaville): Epena Airport",11570
EPR,"Esperance, Australia: Esperance Airport",11571
EQS,"Esquel, Argentina: Esquel Airport",11572
ERA,"Erigavo, Somalia: Erigavo Airport",11573
ERC,"Erzincan, Turkey: Erzincan Airport",11574
ERD,"Berdyansk, Ukraine: Berdyansk Airport",11575
ERF,"Erfurt, Germany: Erfurt Weimar",11576
ERI,"Erie, PA: Erie International/Tom Ridge Field",11577
ERM,"Erechim, Brazil: Erechim Airport",11578
ERN,"Eirunepe, Brazil: Eirunepe Airport",11579
ERS,"Windhoek, Namibia: Eros",11580
ERT,"Erdenet, Mongolia: Erdenet Airport",11581
ERV,"Kerrville, TX: Kerrville Municipal/Louis Schreiner Field",11582
ERZ,"Erzurum, Turkey: Erzurum Airport",11583
ES1,"Madrid, Spain: Getafe",11584
ESA,"Esa'ala, Papua New Guinea: Esa'ala Airport",11585
ESB,"Ankara, Turkey: Esenboga",11586
ESC,"Escanaba, MI: Delta County",11587
ESD,"Eastsound, WA: Orcas Island",11588
ESE,"Ensenada, Mexico: Ensenada Airport",11589
ESF,"Alexandria, LA: Esler Regional",11590
ESM,"Esmeraldas, Ecuador: Coronel Carlos Concha Torres",11591
ESN,"Easton, MD: Easton/Newnam Field",11592
ESP,"Stroudsburg, PA: Stroudsburg Pocono",11593
ESR,"El Salvador, Chile: Ricardo Garcia Posada",11594
ESS,"Essen, Germany: Essen Muelheim",11595
EST,"Estherville, IA: Estherville Municipal",16796
ETB,"West Bend, WI: West Bend Municipal",16938
ETH,"Eilat, Israel: Eilat Airport",11596
ETN,"Eastland, TX: Eastland Municipal",11597
ETS,"Enterprise, AL: Enterprise Municipal",11598
ETZ,"Metz/Nancy, France: Metz Nancy Lorraine",11599
EUA,"Eua, Tonga: Eua Airport",11600
EUE,"Eureka, NV: Eureka Airport",11601
EUF,"Eufaula, AL: Weedon Field",11602
EUG,"Eugene, OR: Mahlon Sweet Field",11603
EUN,"Laayoune, Morocco: Hassan I International",11604
EUX,"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt",11605
EVC,"Eva Creek, AK: Eva Creek Airport",11606
EVE,"Evenes, Norway: Harstad Narvik",11607
EVG,"Sveg, Sweden: Sveg Airport",11608
EVM,"Eveleth, MN: Eveleth Virginia Municipal",11609
EVN,"Yerevan, Armenia: Zvartnots",11610
EVV,"Evansville, IN: Evansville Regional",11612
EVW,"Evanston, WY: Evanston-Uinta County Burns Field",11613
EVX,"Evreux, France: Evreux Fauville",11614
EWB,"New Bedford/Fall River, MA: New Bedford Regional",11615
EWK,"Newton, KS: Newton City County",11616
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",11617
EWR,"Newark, NJ: Newark Liberty International",11618
EXI,"Excursion Inlet, AK: Excursion Inlet Seaplane Base",11619
EXT,"Exeter, United Kingdom: Exeter Airport",11620
EXU,"George Town, The Bahamas: George Town Airport",11621
EYL,"Yelimane, Mali: Yelimane Airport",11622
EYP,"El Yopal, Colombia: El Yopal Airport",11623
EYW,"Key West, FL: Key West International",11624
EZE,"Ezeiza, Argentina: Ministro Pistarini",11625
EZS,"Elazig, Turkey: Elazig Airport",11626
F70,"Murrieta/Temecula, CA: French Valley",11627
RBK,"Murrieta/Temecula, CA: French Valley",11627
FAB,"Farnborough, United Kingdom: Farnborough Airport",11628
FAE,"Sorvagur, Denmark: Vagar",11629
FAI,"Fairbanks, AK: Fairbanks International",11630
FAJ,"Fajardo, PR: Diego Jimenez Torres",11631
FAK,"False Island, AK: False Island Airport",11632
FAL,"Roma, TX: Falcon State Park",11633
FAM,"Farmington, MO: Farmington Regional",11634
FAN,"Farsund, Norway: Lista",11635
FAO,"Faro, Portugal: Faro Airport",11636
FAQ,"Fitiuta Village, TT: Fitiuta",16647
FAR,"Fargo, ND: Hector International",11637
FAT,"Fresno, CA: Fresno Yosemite International",11638
FAU,"Fairmount Island, AK: Fairmount Island Airport",11639
FAV,"Fakarava, French Polynesia: Fakarava Airport",11640
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",11641
FBG,"Fort Bragg, NC: Simmons AAF",11642
FBK,"Fairbanks, AK: Ladd AAF",11643
FBM,"Lubumbashi, Congo (Kinshasa): Lubumbashi International",11644
FBR,"Fort Bridger, WY: Fort Bridger Airport",11645
FBS,"Friday Harbor, WA: Friday Harbor Seaplane Base",11646
FBU,"Oslo, Norway: Fornebu",11647
FCA,"Kalispell, MT: Glacier Park International",11648
FCH,"Fresno, CA: Fresno Chandler Executive",11649
FCM,"Minneapolis, MN: Flying Cloud",11650
FCN,"Nordholz, Germany: Nordholz Airport",16556
FCO,"Rome, Italy: Fiumicino",11651
FCS,"Colorado Springs, CO: Butts AHP",11652
FDE,"Forde, Norway: Forde Airport",11653
FDF,"Fort de France, Martinique: Martinique Aime Cesaire",11654
FDH,"Friedrichshafen, Germany: Friedrichshafen Airport",11655
FDK,"Frederick, MD: Frederick Municipal",11656
FDR,"Frederick, OK: Frederick Regional",11657
FDU,"Bandundu, Congo (Kinshasa): Bandundu Airport",11658
FDY,"Findlay, OH: Findlay Airport",11659
FEG,"Fergana, Uzbekistan: Fergana Airport",11660
FEN,"Fernando de Noronha, Brazil: Fernando de Noronha Airport",11661
FEP,"Freeport, IL: Albertus",11662
FET,"Fremont, NE: Fremont Municipal",11663
FEW,"Cheyenne, WY: Francis E. Warren AFB Heliport",11664
FEZ,"Fez, Morocco: Saiss International",11665
FFD,"Fairford, United Kingdom: RAF Fairford",11666
FFL,"Fairfield, IA: Fairfield Municipal",16820
FFM,"Fergus Falls, MN: Fergus Falls Municipal-Einar Mickelson Field",11667
FFO,"Dayton, OH: Wright-Patterson AFB",11668
FFT,"Frankfort, KY: Capital City",11669
FGD,"Fderik, Mauritania: Fderik Airport",11670
FGI,"Apia, Samoa: Fagali I",11671
FHB,"Fernandina Beach, FL: Fernandina Beach Municipal",16363
FHU,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF",11673
FIC,"Fire Cove, AK: Fire Cove Airport",11674
FID,"Fishers Island, NY: Elizabeth Field",11675
FIH,"Kinshasa, Congo (Kinshasa): N'Djili International",11676
FIL,"Fillmore, UT: Fillmore Municipal",11677
FIN,"Finschhafen, Papua New Guinea: Finschhafen Airport",11678
FIZ,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport",11679
FJR,"Al-Fujairah, United Arab Emirates: Fujairah International",11680
FKB,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport",11681
FKI,"Kisangani, Congo (Kinshasa): Bangoka International",11682
FKJ,"Fukui, Japan: Fukui Airport",11683
FKL,"Franklin/Oil City, PA: Venango Regional",11684
FKS,"Fukushima, Japan: Fukushima Airport",11685
FL1,"Zephyrhills, FL: Zephyrhills Municipal",11686
FL2,"Valkaria, FL: Valkaria Airport",11687
FL3,"Chipley, FL: Vosikas",11688
FL4,"Bunnell, FL: Flagler Executive",11689
FL5,"Williston, FL: Williston Municipal",11690
FL6,"Clewiston, FL: Airglades",16534
FL7,"Placida, FL: Coral Creek",16751
FL8,"Deland, FL: Deland Municipal Sidney H Taylor Field",16816
FL9,"Lake Wales, FL: Lake Wales Municipal",16846
FLA,"Florencia, Colombia: Gustavo Artunduaga Paredes",11691
FLB,"Floriano, Brazil: Floriano Airport",11692
FLD,"Fond Du Lac, WI: Fond Du Lac County",11693
FLF,"Flensburg, Germany: Flensburg Schaeferhaus",11694
FLG,"Flagstaff, AZ: Flagstaff Pulliam",11695
FLJ,"Falls Bay, AK: Falls Bay Airport",11696
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",11697
FLN,"Florianopolis, Brazil: Hercilio Luz International",11698
FLO,"Florence, SC: Florence Regional",11699
FLR,"Florence, Italy: Firenze",11700
FLS,"Flinders Island, Australia: Flinders Island Airport",11701
FLT,"Flat, AK: Flat Airport",11702
FLU,"New York, NY: Flushing",11703
FLV,"Leavenworth, KS: Sherman AAF",11704
FLW,"Santa Cruz das Flores, Portugal: Flores",11705
FLX,"Fallon, NV: Fallon Municipal",11706
FMA,"Formosa, Argentina: Formosa Airport",11707
FMC,"Five Mile Camp, AK: Five Mile Camp Airport",11708
FME,"Fort Meade, MD: Tipton",16764
FMH,"Falmouth, MA: Cape Cod CGAS",11709
FMI,"Kalemie, Congo (Kinshasa): Kalemie Airport",11710
FMM,"Memmingen, Germany: Memmingen Airport",16551
FMN,"Farmington, NM: Four Corners Regional",11711
FMO,"Greven, Germany: Muenster Osnabrueck",11712
FMS,"Fort Madison, IA: Fort Madison Municipal",11713
FMY,"Fort Myers, FL: Page Field",11714
FNA,"Freetown, Sierra Leone: Freetown Lungi International",11715
FNC,"Funchal, Portugal: Madeira",11716
FNI,"Nimes, France: Nimes Garons",11717
FNJ,"Pyongyang, North Korea: Pyongyang International",11718
FNL,"Fort Collins/Loveland, CO: Northern Colorado Regional",11719
FNR,"Funter Bay Alaska, AK: Funter Bay",11720
FNT,"Flint, MI: Bishop International",11721
FOB,"Fort Bragg, CA: Fort Bragg Airport",11723
FOC,"Fuzhou, China: Changle",11724
FOD,"Fort Dodge, IA: Fort Dodge Regional",11725
FOE,"Topeka, KS: Topeka Regional",11726
FOG,"Foggia, Italy: Foggia Airport",11727
FOK,"Westhampton, NY: Francis S. Gabreski",11728
FON,"San Carlos, Costa Rica: Arenal",16632
FOR,"Fortaleza, Brazil: Pinto Martins International",11730
FPO,"Freeport, The Bahamas: Grand Bahama International",11731
FPR,"Fort Pierce, FL: Treasure Coast International",11732
FPY,"Perry, FL: Perry-Foley",11733
FQA,"Patching Lake, AK: Patching Lake Airport",11734
FQB,"Ventura, CA: San Nicolas Island NOLF",11735
FQC,"Kodiak, AK: Lilly Lake",11736
FQD,"Katmai National Park, AK: Trident Volcano",11737
FQE,"Annex Creek, AK: Annex Creek Airport",11738
FQF,"Davidson Creek, AK: Davidson Creek Airport",11739
FQG,"Snettisham, AK: Snettisham Airport",11740
FQH,"Fire Island, AK: Fire Island Airport",11741
FQI,"Scott, KY: Georgetown Scott County Regional",11742
FQJ,"Greens Creek, AK: Greens Creek Airport",11743
FQK,"Gull Cove, AK: Gull Cove Airport",11744
FQL,"Flora, IL: Flora Municipal",11745
FQN,"Karta Lake, AK: Karta Lake Airport",11747
FQO,"Manzanita Lake, AK: Manzanita Lake Airport",11748
FQP,"Shrimp Bay, AK: Shrimp Bay Airport",11749
FQQ,"Dry Bay, AK: Dry Bay Airport",11750
FQR,"Josephine Lake, AK: Josephine Lake Airport",11751
FQU,"Libby, MT: Libby Airport",11754
FQV,"Volcano Bay, AK: Volcano Bay Airport",11755
FQW,"Fort Glenn, AK: Fort Glenn Airport",11756
FQX,"Babe Islands, AK: Babe Islands Airport",11757
FQY,"Kahli Cove, AK: Kahli Cove Airport",11758
FRA,"Frankfurt, Germany: Frankfurt Main",11760
FRC,"Franca, Brazil: Tenente Lund Pressoto",11761
FRD,"Friday Harbor, WA: Friday Harbor Airport",11762
FRF,"Frankfurt, Germany: Rhein Main AFB",11763
